time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,VFR_HUD_alt,EK2_ALT_SOURCE
15:26:38,AUTO,-0.018360207322984934,-0.012695838930085301,-0.09884791262447834,-0.006840035493951291,-0.005722020112443715,-0.012282551273528952,3.5,-1.5,-1002.25,-6.0,-4.5,-12.0,596607.5,-35.3632629,149.16523692500002,12633.75,-7.0,14.25,-151.25,1500.0,596.6074829101562,0.0
15:26:54,AUTO,0.0018640673952177167,0.0011313334107398987,-0.12919195741415024,0.0007664347358513623,9.71107801888138e-05,0.009134413208812475,0.0,0.0,-1000.25,1.25,0.5,8.75,621285.0,-35.3632622,149.165237775,37310.75,0.0,0.0,-153.0,1500.0,621.2849884033203,0.0
15:27:09,ALT_HOLD,0.010073093705744083,0.0012398107542789408,0.1608232068164008,0.04458873186792646,-0.004824522666500083,-0.027956025009708747,0.42857142857142855,-8.285714285714286,-973.0,42.714285714285715,-3.5714285714285716,-27.142857142857142,630407.1428571428,-35.36326125714286,149.16523951428573,46433.57142857143,-3.4285714285714284,8.571428571428571,159.85714285714286,1500.0,630.4071306501116,0.0
15:27:12,AUTO,0.023107091337442397,-0.027352090179920196,0.12703555226325988,0.43607322573661805,-0.012000892125070096,-0.015123943891376257,4.4,11.6,-1114.4,439.2,-10.4,-14.4,625326.0,-35.363262739999996,149.16524104,41348.0,19.2,30.6,35.6,1500.0,625.3259887695312,0.0
15:27:29,AUTO,0.03336443053558469,-0.11376795172691345,1.0546088218688965,0.04426019638776779,-0.041795200668275356,-0.00558884278871119,-58.75,-29.25,-1005.0,44.5,-39.5,-4.0,617870.0,-35.363089125,149.1655232,33895.25,149.0,249.5,-26.5,1500.0,617.8699798583984,0.0
15:27:59,AUTO,0.1012113943696022,0.06376790553331375,1.1822976112365722,-0.06542677036486566,-0.06952778548002243,0.03169367960654199,-31.4,-30.6,-1164.2,-70.2,-66.8,33.0,609986.0,-35.3624641,149.16661788,26009.4,73.0,78.2,52.4,1500.0,609.9859985351562,0.0
15:28:57,ALT_HOLD,-0.0011556586250662804,4.070511749887373e-06,-2.8648009300231934,-1.5051205158233643,0.003629974788054824,-0.005856633186340332,-3.0,-105.0,-965.0,-1512.0,6.0,-3.0,624070.0,-35.3623829,149.1669289,40094.0,-16.0,5.0,174.0,1500.0,624.0700073242188,0.0
15:29:15,AUTO,0.04195313453674317,-0.12331461757421494,-2.3617720127105715,0.07209223508834839,0.019454281218349932,-0.006883140746504068,-91.8,-50.6,-1001.2,75.4,22.0,-4.2,633956.0,-35.362484,149.16681283999998,49981.0,-322.4,-300.8,-0.6,1500.0,633.9559814453125,0.0
15:29:39,AUTO,0.04187069398661455,-0.17325067520141602,-2.2972878217697144,0.01338541740551591,0.01565676260118683,-0.005747292035569747,-70.66666666666667,-45.5,-1024.1666666666667,18.833333333333332,19.0,-2.8333333333333335,618581.6666666666,-35.36293796666667,149.16645403333334,34607.0,-220.33333333333334,-295.6666666666667,-56.5,1500.0,618.5816548665365,0.0
15:29:41,AUTO,0.0708032414317131,-0.22073585391044617,-2.435996723175049,0.021028740517795085,-0.13775938749313354,-0.1483239233493805,-88.0,-66.6,-919.2,26.2,-134.0,-144.8,619896.0,-35.36298732,149.166383,35919.0,-354.4,-389.2,-41.8,1500.0,619.8959716796875,0.0
15:30:04,AUTO,-0.037259545953323446,-0.047225709383686386,0.8719613452752432,0.03969674836844206,-0.003987601104502876,0.04131432405362526,-3.3333333333333335,5.166666666666667,-1001.5,42.666666666666664,-0.5,44.333333333333336,626175.0,-35.36344665,149.16576171666665,42200.333333333336,38.833333333333336,-9.333333333333334,-149.5,1500.0,626.1749877929688,0.0
15:30:07,AUTO,0.01866059098392725,0.00997578026726842,0.9593468606472015,-0.0056300568976439536,0.004908381262794137,0.024374336935579777,-7.5,-2.5,-1000.0,-2.0,7.75,27.5,631705.0,-35.363432175,149.16576625,47727.0,18.0,27.75,-151.25,1500.0,631.7049865722656,0.0
15:30:41,AUTO,0.0076678278237523045,0.0027433137875050306,0.691281795501709,0.2822474520653486,-0.0008585029281675816,0.0004312631790526211,0.0,8.75,-974.0,286.0,2.75,3.75,633970.0,-35.3634306,149.1657729,49994.5,0.25,0.0,-9.5,1500.0,633.9699859619141,0.0
