,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
12:07:19.327,160.0,0.0,0.0,1.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,55.1,0.1,0.0,1.0,100.0,3806.0,0.05,-70.0
12:07:23.345,120.0,0.0,0.0,1.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.1,0.1,0.0,18.0,-90.0,5834.0,0.05,-70.0
12:07:27.363,500.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,0.1,0.0,27.0,37.0,5211.0,0.05,-70.0
12:07:31.379,500.0,0.0,0.0,1.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.1,0.0,1.0,-33.0,5978.0,0.05,-70.0
12:07:35.393,170.0,0.0,0.0,1.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,21.1,0.1,0.0,32.0,28.0,0.0,0.05,-70.0
12:07:39.411,180.0,0.0,0.0,1.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,83.0,-94.0,5524.0,0.05,-70.0
12:07:43.423,370.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,45.0,100.0,0.0,0.05,-70.0
12:07:47.449,260.0,0.0,0.0,1.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,44.1,0.1,0.0,17.0,82.0,2736.0,0.05,-70.0
12:07:55.487,180.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,17.1,0.1,0.0,73.0,-100.0,5069.0,0.05,-70.0
12:07:59.511,270.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,21.1,0.1,0.0,57.0,100.0,3104.0,0.05,-70.0
12:08:03.027,50.0,0.0,0.0,1.0,-83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.1,0.1,0.0,100.0,100.0,10000.0,0.05,-70.0
12:08:09.051,0.0,0.0,0.0,1.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,63.1,0.1,0.0,27.0,95.0,10000.0,0.05,-70.0
12:08:13.073,500.0,0.0,0.0,1.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.1,0.1,0.0,59.0,-28.0,31.0,0.05,-70.0
12:08:17.315,320.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,91.1,0.1,0.0,14.0,54.0,5378.0,0.05,-70.0
12:08:21.276,500.0,0.0,0.0,1.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,32.0,-38.0,5557.0,0.05,-70.0
12:08:25.299,470.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.1,0.1,0.0,100.0,-38.0,5215.0,0.05,-70.0
12:08:29.393,500.0,0.0,0.0,1.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,98.1,0.1,0.0,93.0,32.0,5749.0,0.05,-70.0
